user_id,age_category,Category 01,Category 02,Category 03,Category 04,Category 05,Category 06,Category 07,Category 08,Category 09,Category 10,Category 11,Category 12,Category 13,Category 14,Category 15,Category 16,Category 17,Category 18,Category 19,Category 20,ads_activity,surf_depth,primary_device,cloud_usage
1dd2-8986fcfe61f13bfba545-28130b5a,4,26.0,0.0,8.0,11.0,17.0,7.0,3.0,19.0,26.0,18.0,11.0,20.0,4.0,3.0,4.0,1.0,27.0,24.0,5.0,15.0,редко,поверхностно,ПК,False
1dd7-460a992b817984cd0d66-b63143a0,4,13.0,3.0,3.0,6.0,13.0,3.0,10.0,13.0,10.0,6.0,0.0,0.0,27.0,4.0,0.0,4.0,15.0,12.0,4.0,4.0,редко,глубоко,ПК,True
1dd9-987052d182a270fe0953-53e90fef,3,6.0,10.0,10.0,15.0,8.0,12.0,9.0,16.0,12.0,12.0,5.0,3.0,20.0,10.0,21.0,15.0,1.0,3.0,0.0,16.0,редко,средне,смартфон,False
1ddd-3fe08e1d5baeec21634b-a0a39aeb,2,3.0,14.0,7.0,0.0,16.0,11.0,10.0,7.0,2.0,4.0,8.0,8.0,14.0,11.0,0.0,18.0,8.0,9.0,3.0,4.0,умеренно,средне,смартфон,True
1dde-237be5c57883ac23b6b5-4175e9e5,3,15.0,6.0,32.0,14.0,18.0,14.0,2.0,14.0,18.0,10.0,0.0,0.0,8.0,10.0,20.0,11.0,0.0,13.0,16.0,1.0,часто,глубоко,ПК,True
1de8-1131e6e7cde06a89d6c2-c129ce21,3,4.0,8.0,0.0,8.0,4.0,9.0,11.0,8.0,7.0,8.0,5.0,1.0,4.0,9.0,9.0,3.0,6.0,2.0,6.0,5.0,редко,глубоко,ПК,False
1e0b-1e0edafad2b63e132e49-09140cf0,1,9.0,16.0,0.0,14.0,16.0,12.0,10.0,11.0,3.0,14.0,10.0,11.0,21.0,12.0,16.0,9.0,12.0,15.0,10.0,15.0,редко,глубоко,смартфон,False
1e17-2fa56793c119ec9ff315-11829c5d,0,4.0,6.0,11.0,6.0,9.0,6.0,7.0,2.0,5.0,2.0,0.0,12.0,4.0,16.0,5.0,9.0,1.0,6.0,6.0,5.0,умеренно,средне,смартфон,True
1e1d-bf85ae6e1d3783033da9-76835083,1,9.0,14.0,0.0,3.0,18.0,14.0,8.0,15.0,7.0,9.0,21.0,16.0,12.0,21.0,8.0,17.0,4.0,15.0,6.0,14.0,умеренно,средне,смартфон,False
1e20-c5b2f7e091251decf201-629ef209,0,18.0,17.0,4.0,15.0,2.0,12.0,8.0,10.0,10.0,14.0,3.0,11.0,0.0,17.0,12.0,8.0,5.0,14.0,4.0,3.0,редко,средне,планшет,True
1e2b-d7f030c22494b9c50b66-e8b77928,4,11.0,5.0,13.0,0.0,15.0,5.0,4.0,15.0,10.0,1.0,0.0,4.0,1.0,4.0,8.0,10.0,14.0,6.0,4.0,10.0,редко,средне,ПК,False
1e31-0d85815a23edf0eeb063-3ea2ddbd,0,4.0,2.0,13.0,10.0,6.0,3.0,2.0,5.0,0.0,4.0,1.0,14.0,3.0,1.0,1.0,2.0,4.0,8.0,10.0,7.0,часто,поверхностно,смартфон,False
1e31-d1b75fa546d2404ed747-7ad3de90,3,5.0,13.0,0.0,14.0,7.0,16.0,11.0,12.0,15.0,19.0,8.0,3.0,10.0,13.0,16.0,15.0,13.0,9.0,7.0,9.0,редко,поверхностно,ноутбук,False
1e3b-06bc451f356ec5f6db07-e3b564e8,2,0.0,19.0,13.0,3.0,22.0,12.0,24.0,23.0,10.0,0.0,14.0,26.0,0.0,22.0,3.0,28.0,1.0,4.0,4.0,10.0,часто,средне,ПК,True
1e3d-a80801893ce229f21289-7ea77625,1,8.0,19.0,0.0,40.0,31.0,17.0,14.0,25.0,11.0,9.0,21.0,22.0,22.0,20.0,15.0,22.0,24.0,15.0,28.0,32.0,очень редко,средне,ноутбук,False
1e50-1aab56ea41e7faccbebb-e2c68fbd,0,4.0,11.0,20.0,16.0,11.0,8.0,7.0,9.0,7.0,6.0,6.0,11.0,23.0,0.0,3.0,7.0,5.0,10.0,14.0,16.0,редко,средне,ПК,True
1e53-b0b6a23709565dc1c8bf-1f42a1ba,2,3.0,12.0,0.0,4.0,14.0,6.0,9.0,7.0,11.0,12.0,12.0,7.0,3.0,6.0,4.0,6.0,6.0,7.0,7.0,7.0,часто,средне,смартфон,True
1e54-0c31faf4e0cfefd8af45-120d7e47,3,8.0,11.0,0.0,13.0,6.0,9.0,8.0,4.0,14.0,10.0,1.0,2.0,6.0,10.0,10.0,10.0,4.0,0.0,0.0,1.0,умеренно,средне,смартфон,True
1e5f-8541e6374a2438d303bd-b3b8d8d6,1,4.0,13.0,0.0,18.0,17.0,14.0,7.0,10.0,9.0,7.0,13.0,11.0,23.0,15.0,10.0,10.0,13.0,23.0,14.0,11.0,умеренно,глубоко,смартфон,True
1e62-3c34d6261faab2da5d22-31fc66ea,4,7.0,9.0,0.0,11.0,7.0,5.0,0.0,15.0,3.0,6.0,10.0,4.0,1.0,8.0,1.0,3.0,5.0,8.0,9.0,0.0,очень редко,поверхностно,ПК,False
1e6f-ab390db6b175d285cab5-07ea4db5,1,9.0,11.0,0.0,8.0,19.0,20.0,7.0,15.0,13.0,12.0,16.0,11.0,14.0,12.0,9.0,12.0,16.0,15.0,6.0,12.0,редко,средне,смартфон,False
1e7b-fa57f48b81b4d0f60a66-cd91caa0,4,21.0,5.0,11.0,0.0,16.0,11.0,15.0,23.0,3.0,8.0,7.0,10.0,1.0,3.0,1.0,9.0,11.0,8.0,0.0,9.0,умеренно,поверхностно,ПК,True
1e86-b3476734c8edfc77afd3-a969e622,3,10.0,0.0,24.0,4.0,16.0,17.0,16.0,0.0,9.0,20.0,8.0,8.0,15.0,5.0,6.0,25.0,2.0,24.0,7.0,2.0,умеренно,глубоко,ноутбук,True
1e8a-0853ab5e0c3d358ed242-18459b8e,0,5.0,7.0,4.0,6.0,6.0,11.0,0.0,4.0,2.0,0.0,6.0,8.0,1.0,4.0,3.0,7.0,5.0,9.0,8.0,4.0,умеренно,глубоко,смартфон,False
1e92-e3fc6fab5f0f8e68d1f1-ae8e4bcb,1,5.0,13.0,0.0,6.0,4.0,6.0,2.0,8.0,4.0,3.0,3.0,6.0,3.0,7.0,2.0,7.0,5.0,3.0,5.0,8.0,часто,средне,смартфон,True
1e93-933f094a6fda99a58d12-cf91cae1,4,7.0,0.0,3.0,8.0,14.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,12.0,4.0,13.0,4.0,6.0,3.0,6.0,13.0,очень редко,поверхностно,смартфон,True
1ea3-df1a24c37c705d281ec0-e0043bd1,0,0.0,6.0,16.0,3.0,11.0,6.0,20.0,8.0,4.0,8.0,0.0,15.0,17.0,5.0,5.0,0.0,1.0,7.0,6.0,9.0,редко,средне,планшет,True
1ea9-b7817d9f90fac55bc18c-f1dc71af,0,5.0,13.0,9.0,5.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,7.0,0.0,11.0,6.0,12.0,5.0,2.0,8.0,11.0,очень редко,поверхностно,смартфон,False
1ebd-2caf241e69190af36725-6fb2dc27,3,0.0,9.0,1.0,13.0,0.0,9.0,18.0,6.0,10.0,12.0,5.0,8.0,19.0,11.0,11.0,8.0,6.0,4.0,11.0,5.0,умеренно,поверхностно,ПК,True
1ebe-3cbef27da631c4d028f8-052bb521,4,15.0,4.0,9.0,4.0,6.0,13.0,7.0,17.0,11.0,6.0,8.0,7.0,0.0,6.0,1.0,11.0,10.0,14.0,14.0,7.0,умеренно,средне,ПК,True
1ec8-42fcbac87d638159f997-54341383,2,40.0,20.0,69.0,7.0,19.0,19.0,28.0,33.0,28.0,35.0,13.0,23.0,0.0,17.0,44.0,42.0,21.0,21.0,46.0,35.0,часто,средне,смартфон,True
1ede-5824e91ad9aee499ec54-14ed8f09,3,6.0,4.0,16.0,7.0,11.0,4.0,3.0,0.0,6.0,5.0,1.0,7.0,14.0,1.0,11.0,14.0,4.0,9.0,7.0,4.0,очень редко,поверхностно,смартфон,False
1ee6-0e53009ca16b44377b95-e8847ff1,4,3.0,0.0,9.0,16.0,13.0,6.0,5.0,6.0,13.0,12.0,3.0,6.0,16.0,5.0,8.0,4.0,17.0,4.0,8.0,13.0,умеренно,средне,смартфон,True
1eef-7529c9483e2d126ef3d2-01b220c3,4,21.0,1.0,24.0,0.0,27.0,12.0,5.0,8.0,14.0,3.0,11.0,2.0,7.0,4.0,9.0,12.0,13.0,18.0,2.0,8.0,редко,поверхностно,смартфон,False
1ef1-8b6cf3574ab9b1f0466a-d604c6d3,3,11.0,5.0,14.0,4.0,9.0,8.0,4.0,2.0,14.0,17.0,2.0,5.0,8.0,0.0,8.0,6.0,9.0,14.0,4.0,1.0,умеренно,поверхностно,ноутбук,True
1ef3-e1f8852b1ab361e03df9-31e3b323,3,9.0,0.0,27.0,5.0,12.0,5.0,3.0,2.0,7.0,11.0,2.0,0.0,19.0,1.0,11.0,12.0,1.0,8.0,10.0,1.0,умеренно,поверхностно,ноутбук,False
1ef5-fbec68a7954172b48453-1f9f1dcc,1,8.0,16.0,0.0,7.0,5.0,8.0,7.0,6.0,7.0,11.0,10.0,13.0,6.0,14.0,5.0,10.0,11.0,8.0,2.0,14.0,редко,поверхностно,смартфон,True
1f0d-8005e84e097746e91188-cbfdbd93,2,15.0,10.0,30.0,0.0,9.0,10.0,11.0,17.0,12.0,15.0,6.0,6.0,12.0,0.0,17.0,13.0,6.0,6.0,10.0,20.0,часто,средне,ПК,True
1f27-60353aece2cb3860ec8a-1246bd1f,3,11.0,1.0,25.0,16.0,10.0,9.0,7.0,0.0,12.0,7.0,5.0,5.0,4.0,7.0,12.0,10.0,0.0,7.0,17.0,3.0,умеренно,средне,смартфон,False
1f29-8ded0916fc622fe00b44-87b33b79,2,9.0,11.0,0.0,6.0,9.0,15.0,4.0,12.0,5.0,3.0,1.0,6.0,4.0,13.0,6.0,5.0,11.0,8.0,8.0,12.0,очень редко,средне,смартфон,False
1f2a-93b11f83e812ad89223a-1a3c1f12,4,9.0,5.0,16.0,8.0,16.0,6.0,3.0,10.0,8.0,0.0,2.0,0.0,6.0,1.0,10.0,1.0,9.0,4.0,2.0,1.0,редко,средне,смартфон,False
1f40-722a41aee4d40fe9a691-1df995ec,2,21.0,7.0,36.0,8.0,19.0,5.0,22.0,12.0,0.0,20.0,12.0,14.0,3.0,3.0,18.0,2.0,2.0,3.0,20.0,15.0,умеренно,средне,смартфон,False
1f4a-4fde4ad3c76fc81a558d-6121fefa,0,8.0,2.0,12.0,8.0,10.0,16.0,10.0,14.0,0.0,7.0,11.0,14.0,8.0,2.0,0.0,7.0,1.0,19.0,11.0,18.0,редко,поверхностно,планшет,True
1f53-0ff5716106d7bb10d9ea-28def9a9,3,4.0,12.0,0.0,8.0,9.0,18.0,12.0,15.0,5.0,7.0,7.0,7.0,16.0,12.0,10.0,10.0,18.0,4.0,7.0,8.0,умеренно,средне,ноутбук,True
1f5a-37e512820e9bb01dff55-58e8c546,4,5.0,9.0,0.0,12.0,7.0,15.0,13.0,11.0,12.0,17.0,1.0,14.0,23.0,7.0,5.0,4.0,20.0,12.0,12.0,10.0,умеренно,средне,ПК,False
1f62-d26a029f5ee4b29d7be5-ee44091f,3,9.0,9.0,13.0,6.0,9.0,6.0,2.0,4.0,3.0,4.0,1.0,4.0,18.0,0.0,4.0,9.0,3.0,10.0,10.0,3.0,редко,средне,ПК,False
1f9a-cbef7965a4037a447901-4fa07de1,2,19.0,0.0,17.0,0.0,6.0,11.0,9.0,8.0,6.0,14.0,1.0,3.0,5.0,1.0,12.0,6.0,6.0,0.0,3.0,17.0,редко,средне,смартфон,True
1f9e-9e0650effb8b3d6131ad-6a7c35f5,3,5.0,16.0,8.0,15.0,4.0,22.0,12.0,22.0,16.0,14.0,0.0,5.0,29.0,9.0,6.0,10.0,8.0,8.0,16.0,7.0,редко,средне,смартфон,True
1fab-04aa0eb61f27157e3d6b-8515adb0,4,9.0,4.0,24.0,3.0,17.0,3.0,5.0,10.0,20.0,12.0,17.0,5.0,19.0,3.0,0.0,15.0,17.0,13.0,8.0,0.0,редко,глубоко,ноутбук,False
1faf-2bf448a1c1b2c1d29abf-adbc1db0,1,11.0,5.0,5.0,4.0,8.0,8.0,9.0,4.0,6.0,5.0,6.0,10.0,0.0,8.0,9.0,10.0,2.0,11.0,7.0,9.0,очень редко,глубоко,смартфон,True
1fbe-ef91ee05463f2cb5e51a-158f2ee8,2,9.0,4.0,5.0,6.0,6.0,5.0,10.0,6.0,6.0,9.0,0.0,3.0,11.0,2.0,4.0,1.0,3.0,0.0,6.0,6.0,часто,средне,смартфон,True
1fbf-e1bbeadadf55d663e393-e6568cf7,1,2.0,9.0,0.0,7.0,7.0,10.0,2.0,6.0,3.0,6.0,5.0,2.0,3.0,8.0,4.0,7.0,6.0,9.0,5.0,1.0,умеренно,средне,смартфон,False
1ff5-83f792198f89fa6f1062-c928ee09,2,7.0,17.0,0.0,10.0,26.0,15.0,10.0,24.0,15.0,8.0,22.0,12.0,2.0,23.0,13.0,18.0,6.0,19.0,10.0,12.0,редко,поверхностно,смартфон,True
200b-089bdc8cfd34af0446dc-298ee16c,2,11.0,13.0,16.0,11.0,5.0,11.0,16.0,17.0,5.0,18.0,10.0,5.0,0.0,3.0,16.0,15.0,1.0,8.0,6.0,14.0,умеренно,глубоко,смартфон,True
2010-017d5c5e572baefe8658-fe6fe43d,3,9.0,7.0,11.0,3.0,6.0,14.0,1.0,1.0,6.0,7.0,1.0,5.0,10.0,0.0,2.0,8.0,2.0,3.0,2.0,3.0,очень часто,поверхностно,ноутбук,True
201a-9cf2da645de2df87daa9-b74d2473,4,12.0,0.0,3.0,9.0,13.0,1.0,8.0,7.0,4.0,14.0,9.0,11.0,9.0,4.0,15.0,1.0,12.0,13.0,13.0,11.0,умеренно,поверхностно,ПК,True
2022-58cbeefbdc7027af0853-0a38318f,4,17.0,5.0,32.0,11.0,10.0,3.0,7.0,16.0,26.0,2.0,6.0,0.0,10.0,7.0,10.0,10.0,25.0,7.0,13.0,6.0,умеренно,средне,смартфон,True
202a-7970d24e1a29d8fb2bf9-0a1940ca,4,4.0,3.0,14.0,4.0,10.0,8.0,10.0,4.0,3.0,5.0,5.0,7.0,15.0,0.0,3.0,1.0,10.0,4.0,5.0,4.0,очень редко,средне,смартфон,False
2036-4aa08594819731b6cb9f-769cd936,4,10.0,3.0,9.0,2.0,15.0,0.0,0.0,12.0,12.0,1.0,4.0,3.0,7.0,5.0,7.0,5.0,13.0,6.0,2.0,12.0,очень редко,средне,смартфон,False
2037-34150614960b00f1157b-c4b2face,1,8.0,8.0,16.0,17.0,14.0,9.0,24.0,0.0,3.0,9.0,5.0,15.0,19.0,17.0,8.0,7.0,12.0,2.0,16.0,18.0,очень редко,поверхностно,смартфон,True
2043-73b42c545ccc5b2879b7-b7fe8e98,2,5.0,25.0,0.0,8.0,12.0,15.0,16.0,15.0,11.0,8.0,16.0,11.0,2.0,20.0,6.0,18.0,11.0,10.0,13.0,11.0,умеренно,глубоко,смартфон,True
204b-f5a0f1fb84b8284792c1-8316ad09,3,1.0,3.0,8.0,8.0,7.0,8.0,9.0,3.0,5.0,11.0,3.0,0.0,10.0,9.0,3.0,6.0,6.0,3.0,4.0,2.0,редко,поверхностно,ПК,False
204f-f1148a9f74152b3d9fc9-7e009e56,4,3.0,10.0,4.0,8.0,13.0,4.0,4.0,8.0,15.0,6.0,3.0,4.0,33.0,10.0,4.0,5.0,12.0,10.0,0.0,5.0,редко,средне,планшет,False
2069-47aa7f2ed78c9d4577ea-b33f2580,3,10.0,8.0,14.0,11.0,8.0,16.0,4.0,2.0,13.0,13.0,0.0,0.0,16.0,6.0,14.0,18.0,7.0,3.0,8.0,2.0,умеренно,средне,ноутбук,True
2092-3c71d0956cf5c7253804-be6325ea,3,4.0,5.0,4.0,7.0,1.0,2.0,11.0,6.0,10.0,8.0,3.0,0.0,15.0,8.0,4.0,4.0,6.0,1.0,5.0,5.0,редко,поверхностно,смартфон,True
209a-d6f977c1b10453b303b4-b8f337e1,3,2.0,7.0,8.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,1.0,0.0,9.0,13.0,6.0,8.0,9.0,5.0,2.0,0.0,часто,поверхностно,ПК,False
20ae-f1fec4dcb9a9d855b19a-484bfff8,2,13.0,1.0,23.0,13.0,12.0,6.0,7.0,22.0,3.0,9.0,3.0,2.0,0.0,10.0,5.0,3.0,3.0,11.0,16.0,5.0,часто,средне,ноутбук,False
20b2-f29446f1d576af26e5f0-52d32ae8,4,12.0,1.0,17.0,4.0,9.0,7.0,3.0,2.0,8.0,0.0,3.0,6.0,9.0,0.0,4.0,4.0,9.0,2.0,4.0,2.0,редко,средне,ПК,False
20bb-aa527307fbe3335935a4-5ef4e943,3,8.0,0.0,14.0,10.0,8.0,9.0,8.0,2.0,7.0,10.0,2.0,3.0,13.0,1.0,2.0,2.0,3.0,8.0,2.0,0.0,очень редко,поверхностно,ПК,True
20d2-f4ee50f27beac8463d87-2e78326e,2,1.0,9.0,10.0,5.0,7.0,10.0,4.0,3.0,9.0,2.0,2.0,10.0,15.0,12.0,0.0,5.0,1.0,5.0,2.0,0.0,редко,поверхностно,ноутбук,True
20e6-aa655d7e35045fa38c76-e3e4134f,4,11.0,4.0,18.0,4.0,23.0,3.0,3.0,11.0,9.0,8.0,3.0,0.0,9.0,5.0,9.0,1.0,22.0,6.0,5.0,5.0,редко,средне,ПК,False
20e7-cbe37f4cb16e6c5a53d8-d2995daa,4,6.0,12.0,7.0,7.0,1.0,4.0,4.0,12.0,11.0,7.0,7.0,8.0,0.0,9.0,6.0,3.0,4.0,6.0,16.0,1.0,редко,поверхностно,планшет,False
20f1-21a8bcf81d2601adb2d6-6c767725,2,11.0,7.0,27.0,5.0,6.0,17.0,24.0,13.0,2.0,20.0,8.0,3.0,16.0,0.0,16.0,1.0,0.0,8.0,5.0,27.0,умеренно,глубоко,смартфон,False
20f7-d11f954d8215c4df2385-5dd5f4f2,2,5.0,8.0,5.0,6.0,11.0,7.0,13.0,16.0,4.0,7.0,10.0,6.0,0.0,16.0,6.0,6.0,7.0,3.0,5.0,3.0,очень редко,средне,смартфон,False
20f8-5d8addb2f6bee361988f-caa8a8c4,2,8.0,5.0,0.0,8.0,10.0,6.0,7.0,14.0,6.0,8.0,15.0,10.0,0.0,9.0,7.0,9.0,6.0,3.0,5.0,6.0,умеренно,средне,смартфон,False
2101-21effcd38945d1fcae25-1c3eef44,4,3.0,2.0,15.0,9.0,16.0,21.0,9.0,1.0,20.0,9.0,3.0,10.0,23.0,8.0,15.0,0.0,10.0,2.0,12.0,14.0,умеренно,поверхностно,ноутбук,False
2114-104c46d925180c9e7d92-a2896002,4,5.0,3.0,0.0,3.0,8.0,6.0,1.0,12.0,11.0,8.0,5.0,4.0,5.0,9.0,1.0,4.0,8.0,7.0,3.0,3.0,очень редко,поверхностно,смартфон,False
212f-844253f5e812b774ce01-fd5ad2b3,2,14.0,7.0,20.0,12.0,17.0,7.0,14.0,13.0,8.0,10.0,15.0,12.0,0.0,5.0,13.0,5.0,11.0,5.0,13.0,14.0,умеренно,глубоко,смартфон,True
2138-6b1edce5e4987f362d71-362f0bd4,2,9.0,4.0,12.0,7.0,4.0,9.0,16.0,7.0,8.0,17.0,3.0,0.0,10.0,11.0,11.0,4.0,6.0,11.0,6.0,11.0,умеренно,средне,ноутбук,True
2143-d13f0f2a3dcc3386e4ba-c101a033,4,3.0,5.0,0.0,8.0,5.0,3.0,9.0,1.0,7.0,7.0,5.0,5.0,13.0,10.0,5.0,4.0,7.0,0.0,5.0,9.0,очень редко,поверхностно,ПК,False
2157-79513ff41b3beb82d720-66c2bb17,4,6.0,2.0,19.0,10.0,3.0,4.0,8.0,0.0,9.0,9.0,1.0,4.0,28.0,0.0,10.0,6.0,12.0,3.0,10.0,3.0,редко,поверхностно,ПК,False
215f-316dd7bc442367a61f64-98d7d083,2,6.0,1.0,12.0,2.0,4.0,4.0,10.0,12.0,4.0,3.0,0.0,3.0,4.0,8.0,8.0,2.0,4.0,3.0,13.0,5.0,редко,поверхностно,ПК,True
216c-c046c00df8fadd4cd43b-bff42ac2,4,23.0,2.0,46.0,17.0,24.0,16.0,27.0,16.0,28.0,8.0,6.0,8.0,15.0,8.0,13.0,11.0,16.0,19.0,15.0,0.0,умеренно,поверхностно,смартфон,False
2170-21fe8890acd615536dd6-4b9cb06f,1,12.0,7.0,5.0,0.0,12.0,6.0,9.0,1.0,3.0,7.0,2.0,7.0,4.0,8.0,5.0,1.0,2.0,3.0,8.0,18.0,умеренно,поверхностно,смартфон,True
2174-c0e66cc69f039adc66a4-3c6ca347,0,6.0,0.0,14.0,4.0,8.0,12.0,2.0,16.0,0.0,2.0,5.0,11.0,0.0,2.0,11.0,10.0,2.0,18.0,13.0,9.0,редко,средне,ПК,False
21ac-a8fc5108b0584b91573e-705ef0c1,4,14.0,5.0,12.0,7.0,1.0,3.0,0.0,4.0,16.0,3.0,10.0,8.0,5.0,5.0,4.0,2.0,7.0,17.0,4.0,5.0,редко,глубоко,ПК,False
21af-439fa27148efdf4dd540-f1e98abe,0,17.0,14.0,17.0,17.0,20.0,11.0,0.0,11.0,2.0,11.0,13.0,21.0,7.0,5.0,6.0,9.0,2.0,15.0,10.0,32.0,редко,поверхностно,смартфон,True
21ca-b59da71c2e2b37b74521-06de8d93,2,8.0,10.0,16.0,11.0,12.0,8.0,7.0,7.0,5.0,5.0,4.0,5.0,0.0,12.0,9.0,6.0,3.0,6.0,4.0,0.0,очень редко,поверхностно,смартфон,True
21dd-a6f2f27c190e18a9f5a5-d2a6e9ae,4,12.0,7.0,2.0,0.0,6.0,12.0,2.0,16.0,8.0,2.0,6.0,5.0,2.0,8.0,8.0,20.0,9.0,14.0,2.0,3.0,редко,поверхностно,ноутбук,True
21e2-9f233d57b4b51137bce5-a0e87b06,1,7.0,6.0,0.0,14.0,6.0,6.0,5.0,8.0,4.0,2.0,5.0,7.0,7.0,3.0,6.0,2.0,4.0,7.0,1.0,1.0,часто,глубоко,смартфон,True
21e9-54e38a336bbcd4624dc2-b079cd98,0,6.0,24.0,48.0,16.0,36.0,37.0,7.0,20.0,16.0,12.0,3.0,33.0,37.0,16.0,0.0,12.0,3.0,32.0,20.0,29.0,редко,поверхностно,смартфон,True
21ea-53d466511bf86102e5ca-a9900a56,0,10.0,0.0,9.0,5.0,8.0,9.0,12.0,16.0,5.0,11.0,13.0,7.0,5.0,7.0,7.0,14.0,14.0,18.0,10.0,20.0,очень редко,поверхностно,планшет,False
21f3-d91a45d33496c4cc356d-49ac50d9,2,12.0,8.0,9.0,4.0,12.0,12.0,7.0,11.0,7.0,6.0,14.0,9.0,0.0,14.0,6.0,8.0,5.0,8.0,2.0,11.0,часто,средне,ПК,True
21f4-4a89b2f58aefd5352622-28b269e1,1,4.0,5.0,0.0,5.0,5.0,6.0,4.0,8.0,3.0,1.0,7.0,6.0,6.0,6.0,4.0,2.0,3.0,7.0,6.0,13.0,часто,поверхностно,смартфон,False
220c-8be73d4add0f739ae081-79660864,0,2.0,6.0,0.0,5.0,6.0,8.0,0.0,14.0,6.0,7.0,3.0,3.0,7.0,3.0,2.0,5.0,4.0,13.0,8.0,5.0,очень редко,средне,планшет,False
220c-d4cb164b43a372d51265-e475d5cb,4,4.0,1.0,6.0,9.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,23.0,15.0,7.0,5.0,3.0,0.0,15.0,12.0,редко,поверхностно,смартфон,False
2210-de908b84b40ce18f001c-2b685d4d,2,8.0,10.0,12.0,7.0,5.0,1.0,14.0,6.0,1.0,11.0,9.0,0.0,11.0,4.0,13.0,0.0,0.0,3.0,12.0,8.0,умеренно,поверхностно,ПК,True
2214-3d48bfc08be88ee0ba68-a5ccdd63,4,0.0,0.0,6.0,4.0,7.0,6.0,7.0,5.0,6.0,8.0,1.0,9.0,9.0,3.0,7.0,2.0,2.0,5.0,8.0,9.0,очень редко,средне,ПК,False
221e-fa1fd4a205b322567d44-eb188088,4,12.0,7.0,14.0,12.0,13.0,5.0,0.0,11.0,18.0,5.0,9.0,9.0,12.0,9.0,8.0,18.0,17.0,17.0,15.0,10.0,умеренно,поверхностно,смартфон,False
2244-c7f0237d77b092e9cd8e-62f9ff8d,1,3.0,9.0,0.0,9.0,22.0,9.0,7.0,16.0,6.0,11.0,18.0,9.0,13.0,8.0,5.0,9.0,8.0,13.0,10.0,12.0,умеренно,глубоко,ПК,False
2246-02003f40adcb57282477-41f2e3e2,2,9.0,0.0,16.0,4.0,9.0,8.0,12.0,10.0,8.0,10.0,0.0,4.0,9.0,3.0,9.0,6.0,8.0,0.0,13.0,13.0,редко,средне,смартфон,True
224e-47272d1b6a39816cc038-d9b891df,0,13.0,12.0,21.0,14.0,12.0,7.0,14.0,9.0,6.0,7.0,14.0,8.0,0.0,7.0,16.0,13.0,8.0,6.0,13.0,5.0,редко,поверхностно,смартфон,False
2257-f609b8b4550391b750aa-12dec3b8,0,0.0,4.0,9.0,11.0,9.0,5.0,2.0,18.0,5.0,5.0,2.0,5.0,14.0,4.0,4.0,7.0,4.0,10.0,12.0,8.0,очень редко,средне,планшет,False
2267-a09d368198860565bdbb-bae472b0,3,5.0,1.0,10.0,3.0,8.0,14.0,3.0,0.0,5.0,7.0,1.0,0.0,8.0,4.0,5.0,6.0,3.0,9.0,6.0,8.0,редко,поверхностно,ноутбук,False
226a-a52d1527d6c75697a5dd-eb161a7d,2,3.0,8.0,2.0,6.0,4.0,11.0,9.0,7.0,2.0,9.0,6.0,6.0,0.0,10.0,5.0,4.0,2.0,4.0,5.0,6.0,редко,глубоко,ноутбук,True
227b-6db5ef835ab0427afeaf-97f91c0a,2,9.0,14.0,21.0,11.0,12.0,13.0,11.0,7.0,9.0,0.0,7.0,13.0,8.0,11.0,4.0,11.0,0.0,6.0,11.0,3.0,умеренно,средне,смартфон,True
227c-3d86c372aab55ab1c5dc-6d2c073b,0,3.0,6.0,6.0,8.0,7.0,4.0,1.0,1.0,5.0,8.0,4.0,5.0,0.0,12.0,4.0,3.0,1.0,9.0,11.0,2.0,умеренно,глубоко,планшет,True
227e-21cfa8cb264f2e7e2910-e19d7653,0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,6.0,2.0,6.0,5.0,4.0,0.0,12.0,4.0,5.0,3.0,3.0,10.0,4.0,часто,поверхностно,смартфон,True
228e-03c79189f7db5f7c0bc8-4a931b9c,1,8.0,15.0,0.0,17.0,25.0,22.0,13.0,18.0,17.0,11.0,20.0,13.0,16.0,34.0,18.0,8.0,25.0,20.0,13.0,24.0,умеренно,поверхностно,смартфон,True
2294-a1d782e9b86a31015485-6ce388f7,3,4.0,8.0,0.0,9.0,5.0,6.0,7.0,6.0,5.0,6.0,3.0,4.0,2.0,6.0,8.0,6.0,4.0,6.0,1.0,4.0,часто,поверхностно,смартфон,True
2298-420646774452f9a2f590-a1d1e94f,2,7.0,8.0,0.0,5.0,6.0,9.0,12.0,6.0,3.0,4.0,9.0,10.0,0.0,10.0,8.0,11.0,16.0,9.0,6.0,6.0,умеренно,средне,ПК,True
22a0-b8b21cbfb1a3a90ac672-d9539ce8,1,5.0,13.0,7.0,1.0,3.0,2.0,10.0,2.0,5.0,7.0,3.0,8.0,7.0,2.0,0.0,1.0,4.0,1.0,8.0,11.0,часто,средне,ПК,False
22b2-9fbc1763c3c6cb5792ad-4ccf3aa0,3,3.0,12.0,0.0,18.0,7.0,13.0,8.0,11.0,13.0,11.0,8.0,8.0,16.0,5.0,15.0,11.0,13.0,10.0,15.0,6.0,часто,средне,смартфон,True
